person_id,x,y,cluster
Grp20220712.15.1,11.470112,2.409973,0
Grp20220712.15.1,11.449017,2.400772,0
Grp20220712.15.1,11.424166,2.385875,0
Grp20220712.15.1,11.396334,2.385245,0
Grp20220712.15.1,11.378297,2.390248,0
Grp20220712.15.1,11.334989,2.416651,0
Grp20220712.15.1,11.314452,2.401116,0
Grp20220712.15.1,11.189069,2.535173,0
Grp20220712.15.1,11.206656,2.500645,0
Grp20220712.15.1,11.195701,2.481992,0
Grp20220712.15.1,11.194831,2.465982,0
Grp20220712.15.1,11.216465,2.457866,0
Grp20220712.15.1,11.205546,2.466659,0
Grp20220712.15.1,11.207266,2.451148,0
Grp20220712.15.1,11.215494,2.443060,0
Grp20220712.15.1,11.215730,2.427643,0
Grp20220712.15.1,11.230057,2.425459,0
